WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
imprisonment__n,0,-0.041948238,0,0,-0.033330436,imprisonment,n,Visual,no,no
fine__n,-0.019282408,-0.020088343,-0.018030717,0,-0.020957378,fine,n,Olfactory,no,no
fine__a,-0.002004647,0.014073925,0.001058742,-0.00262587,0.016649962,fine,a,Haptic,yes,no
originally__r,-0.029262706,0.003394533,-0.056263032,0,-0.032840932,originally,r,Auditory,no,no
rusher__n,-0.086151486,-0.040810646,0.059223092,0,0.025371173,rusher,n,Gustatory,yes,no
fine__v,-0.020957081,-0.0042155,-0.074323378,0,0.027383555,fine,v,Haptic,yes,no
ab__n,0,0,0.052336589,0,0.046415675,ab,n,Gustatory,yes,no
fingerprint__v,0,0.045437108,0,0,0.083306391,fingerprint,v,Haptic,yes,no
character__n,-0.000821742,4.27E-05,-0.001238229,-0.048251739,-0.009375834,character,n,Auditory,no,no
skid__v,0,-0.013653047,0.029141027,0,0.043115259,skid,v,Haptic,yes,no
shaker__n,0.020091697,0,0,0,0,shaker,n,Visual,yes,no
vindication__n,0.003314699,-0.033783509,0,0,0.001887293,vindication,n,Visual,no,no
wilt__v,-0.002511359,-0.085496617,0.093620642,0,-0.032205122,wilt,v,Gustatory,yes,no
advancement__n,0.061082989,-0.020433173,0,0,0,advancement,n,Visual,yes,no
prefrontal__a,0.04063416,0,0.066309738,0,0,prefrontal,a,Gustatory,yes,no
clinching__n,-0.049806673,0.035813575,0.010259811,0,0.0237008,clinching,n,Auditory,yes,no
skater__n,-0.04983352,-0.041239975,0.054664718,0,0.041342838,skater,n,Gustatory,yes,no
bounce__v,-0.016745191,-0.029296678,0.028376616,-0.045717336,0.032670565,bounce,v,Haptic,yes,no
exude__v,0.035218571,-0.07848011,0.026980943,0,0.014800498,exude,v,Visual,yes,no
front-runner__n,0.007606305,-0.012726639,-0.061964269,0,-0.02223405,front-runner,n,Visual,no,no
reunite__v,-0.01767604,-0.016623093,-0.052681485,0,-0.01924277,reunite,v,Olfactory,no,no
saucer__n,0,0,0.092501057,0.179666889,0.007894618,saucer,n,Olfactory,yes,no
microscope__n,0.062064457,-0.114251263,-0.07145719,0,-0.047512091,microscope,n,Visual,yes,no
morbid__a,0,-0.000743253,0.1280603,0,-0.019107421,morbid,a,Gustatory,yes,no
resistance__n,0.000150389,-0.023085151,-0.040710173,0,-0.02194067,resistance,n,Visual,no,no
islam__n,0,-0.012229499,0.032635559,0,-0.049207471,islam,n,Gustatory,yes,no
experienced__a,-0.048239668,0.023076245,-0.01037092,0.04255857,-0.007869318,experienced,a,Olfactory,yes,no
dime__n,0.010665621,-0.012477762,-0.087517431,0,-0.02392585,dime,n,Visual,yes,no
non-proliferation__a,0,0.124308788,0,0,0,non-proliferation,a,Auditory,yes,no
coming-out__a,0.031690925,0.02168426,0,0,0.05889437,coming-out,a,Haptic,yes,no
semiautomatic__n,0,0.054745449,0.033178337,0,-0.000997935,semiautomatic,n,Auditory,yes,no
subhed__n,0.000390928,0,0.033178337,0,0,subhed,n,Gustatory,yes,no
epitaph__n,0.025343722,0.064473463,0,0,0,epitaph,n,Auditory,yes,no
subhed__v,0,0.037558717,0,0,0.018160317,subhed,v,Auditory,yes,no
constituent__a,0.025343722,0.043514065,0,0,0.023954859,constituent,a,Auditory,yes,no
liable__a,0.03056581,-0.064731808,0,0,0.050417308,liable,a,Haptic,yes,no
debutante__n,0,0.036544555,0,0,0.045162357,debutante,n,Haptic,yes,no
talk-show__a,0,0.103809785,0.088659426,0,0,talk-show,a,Auditory,yes,no
zone__n,-0.011434004,-0.009194607,-0.016899932,-0.082444034,0.031675874,zone,n,Haptic,yes,no
paper__n,0.007437898,-0.000985338,0.020668712,-0.062917586,-0.019659266,paper,n,Gustatory,yes,no
caring__a,0.035218571,0.015248195,-0.035686036,0,-0.024849056,caring,a,Visual,yes,no
fiery__a,-0.01327225,-0.036136598,-0.065202718,0,0.103690078,fiery,a,Haptic,yes,no
pretext__n,0.00728274,-0.049220389,0,0,0.035129931,pretext,n,Haptic,yes,no
anorexia__n,0.083996603,0,0,0,0.003300023,anorexia,n,Visual,yes,no
avengers__n,0.031836513,0.051679054,0,0,0.030338017,avengers,n,Auditory,yes,no
emigrate__v,0.02466008,0,0.038855352,0.153701468,-0.071325998,emigrate,v,Olfactory,yes,no
reminiscence__n,0,0.059322713,0,0,0.003300023,reminiscence,n,Auditory,yes,no
inexorably__r,-0.047818609,0,0.012303047,0,0.056629119,inexorably,r,Haptic,yes,no
grimace__n,0,-0.000723183,0,0,0.056670853,grimace,n,Haptic,yes,no
grimace__v,0.008325581,-0.015369822,-0.005813393,0,0.006827085,grimace,v,Visual,no,no
outplay__v,0,-0.002256874,0.063858137,0,0.041342838,outplay,v,Gustatory,yes,no
clearly__r,0.014942804,0.006063858,-0.040899546,-0.073362626,-0.023989564,clearly,r,Visual,yes,no
overpaying__r,0.065709471,0.055702807,0,0,0.064320609,overpaying,r,Visual,yes,no
manslaughter__n,0.004688885,0.042819052,0,0,0,manslaughter,n,Auditory,yes,no
glamour__n,0.019461832,-0.060281735,-0.030056968,0.062766178,-0.00982593,glamour,n,Olfactory,yes,no
lighten__v,0.036180532,-0.038336553,-0.077583832,0,0.105206145,lighten,v,Haptic,yes,no
videotape__n,0.068502055,-0.016247599,-0.019198876,0,-0.040366295,videotape,n,Visual,yes,no
originate__v,-0.054094292,-0.023123357,0.003849921,0,-0.067531906,originate,v,Gustatory,no,no
streets__n,-0.009359594,0.000525255,0,0,-0.01085809,streets,n,Auditory,no,no
videotape__v,0.000390928,0.017868797,0,0,0.026725755,videotape,v,Haptic,yes,no
unlikely__a,0.023233967,-0.02239041,-0.018452961,0,-0.024630768,unlikely,a,Visual,yes,no
unprotected__a,-0.03687681,0,0,0,-0.011576215,unprotected,a,Auditory,no,no
various__a,0.001364751,-0.055246338,0.011127874,-0.07969116,-0.016192509,various,a,Gustatory,yes,no
investment__n,-0.006305551,-0.020717644,-0.038773323,-0.083761094,-0.023775023,investment,n,Visual,no,no
antagonistic__a,0.011747756,-0.046535239,0.017480539,0,-0.00281406,antagonistic,a,Gustatory,yes,no
bc-cir-dirty-web-tricks-nyt__a,0,0.057248637,0,0,0.066105594,bc-cir-dirty-web-tricks-nyt,a,Haptic,yes,no
barefoot__a,0.065080743,-0.033783509,0.088659426,0,0,barefoot,a,Gustatory,yes,no
islanders__n,-0.00525406,-0.007033199,0.025563449,0,0.037133647,islanders,n,Haptic,yes,no
bombastic__a,0.075594463,0,0,0,0,bombastic,a,Visual,yes,no
proactive__a,0.004688885,0.042819052,0,0,0,proactive,a,Auditory,yes,no
lefty__a,-0.026611111,-0.036617776,0,0,0.070862694,lefty,a,Haptic,yes,no
lefty__n,-0.085341496,-0.022094519,0.016601512,0,0.078035184,lefty,n,Haptic,yes,no
saxophonist__n,0,0.04484267,0.030551283,0.120576735,0.045307898,saxophonist,n,Olfactory,yes,no
strategic__a,-0.011303291,-0.000238437,-0.063417586,0,-0.025569966,strategic,a,Olfactory,no,no
frenetic__a,0.00442698,-0.030199237,-0.000443138,0,0.03696545,frenetic,a,Haptic,yes,no
span__n,-0.053015144,-0.0644468,-0.042349898,0,0.03162218,span,n,Haptic,yes,no
prom__n,0.02815316,0,0,0,-0.000997935,prom,n,Visual,yes,no
span__v,-0.038252797,-0.036450297,0.031033883,0,-0.098328037,span,v,Gustatory,yes,no
allow__v,-0.020698361,-0.031109681,-0.015106905,-0.089948418,-0.011466292,allow,v,Haptic,no,no
democratic__a,0.002075406,-0.005799953,-0.090347097,0,-0.026528223,democratic,a,Visual,no,no
fringe__n,0.008029663,-0.03250488,-0.085621986,0,-0.011902528,fringe,n,Visual,no,no
poacher__n,0,0,0,0,0.094622196,poacher,n,Haptic,yes,no
knicks__a,0.031690925,0,0,0,0,knicks,a,Visual,yes,no
startlingly__r,0.01954918,0.009542516,0,0,0.018160317,startlingly,r,Visual,yes,no
ibook__n,-0.018778944,-0.070090622,-0.055513185,0,0.01098845,ibook,n,Haptic,yes,no
box-office__n,0.038677547,-0.067220434,0,0,-0.058602632,box-office,n,Visual,yes,no
piety__n,0.048238771,-0.049220389,0,0,0,piety,n,Visual,yes,no
combine__v,-0.022670896,-0.077086893,0.107789131,-0.00970116,-0.033474405,combine,v,Gustatory,yes,no
accompanying__a,0.033224581,0,0,0,0,accompanying,a,Visual,yes,no
chutzpah__n,-0.049806673,0.01440273,0.010259811,0,0.0237008,chutzpah,n,Haptic,yes,no
secure__v,-0.04177721,-0.042428773,-0.019869996,0.030301313,-0.029277302,secure,v,Olfactory,yes,no
resounding__a,0,0,0,0,0.011453066,resounding,a,Haptic,yes,no
petta__n,0,0.086707279,0,0,0,petta,n,Auditory,yes,no
subsidy__n,0.022421925,-0.060590088,-0.047070607,0,0.001455148,subsidy,n,Visual,yes,no
reservoir__n,0.0049158,-0.05147807,0,0,0.003459725,reservoir,n,Visual,no,no
secure__a,0.030919919,-0.013777665,-0.052921615,0,0.014201894,secure,a,Visual,yes,no
riverbank__n,0,0.028700767,0,0,0,riverbank,n,Auditory,yes,no
electrocute__v,-0.003646382,0,0.029141027,0,0.043115259,electrocute,v,Haptic,yes,no
earthquake__n,-0.037635228,0.011160205,-0.007041531,0,-0.024720919,earthquake,n,Auditory,yes,no
messenger__n,0.019123671,0.008327105,0,0,-0.056826654,messenger,n,Visual,yes,no
notice__v,0.040162472,-0.016262807,-0.034974289,-0.032897608,-0.017666611,notice,v,Visual,yes,no
hokies__n,-0.002930295,-0.023521323,-0.016808537,0,0.043674009,hokies,n,Haptic,yes,no
notice__n,-0.030829387,-0.001171615,-0.061868049,0,-0.017095768,notice,n,Olfactory,no,no
renegotiation__n,0.058126928,-0.000723183,0,0,0,renegotiation,n,Visual,yes,no
columbine-style__a,0.046551219,0,0,0,0.045162357,columbine-style,a,Visual,yes,no
tropical-print__a,0.038707432,0,0,0,0.037318569,tropical-print,a,Visual,yes,no
proportion__n,0.040551416,-0.022754237,-0.06011619,0,0.016441192,proportion,n,Visual,yes,no
surface__n,0.020495467,-0.049217759,0.05812631,-0.003416078,0.007240224,surface,n,Gustatory,yes,no
northwesterly__a,0,0.036544555,0,0,0.095742133,northwesterly,a,Haptic,yes,no
jasmine__n,0.080128811,0,0.097675131,0,0,jasmine,n,Gustatory,yes,no
straight-ahead__a,0,0.02168426,0,0,0.030302062,straight-ahead,a,Haptic,yes,no
abandon__n,0.044571335,0,0,0,0.022576404,abandon,n,Visual,yes,no
startled__a,0.066520192,-0.041948238,0.000845836,0,-0.033330436,startled,a,Visual,yes,no
abandon__v,-0.01044548,-0.039975619,-0.055435366,-0.045703577,-0.023056039,abandon,v,Visual,no,no
yen__n,0.016793917,-0.007709704,0,0,-0.024059538,yen,n,Visual,yes,no
centers__n,-0.070612007,0.02677143,-0.035236439,0,0.01167923,centers,n,Auditory,yes,no
honduran__n,0.078719609,0,0,0,0,honduran,n,Visual,yes,no
confidant__n,0,-0.009882586,0,0,0.048727364,confidant,n,Haptic,yes,no
well-financed__a,0.032570392,0.022286029,0,0,0,well-financed,a,Visual,yes,no
modernize__v,0.009151355,0.005874155,0,0,-0.049440409,modernize,v,Visual,no,no
groat__n,-0.007659687,0,0.118180026,0.135928509,0.026812967,groat,n,Olfactory,yes,no
lump__n,-0.03323429,-0.018722085,0.002537488,0,0.004592046,lump,n,Haptic,no,no
acne__n,0,0.038919442,0.046577777,0,0.048097281,acne,n,Haptic,yes,no
buddhist__a,-0.050126874,-0.060923441,0.014813787,0,-0.031608171,buddhist,a,Gustatory,yes,no
arthritis__n,0,-0.020433173,-0.004089401,0,-0.011576215,arthritis,n,Visual,no,no
diversified__a,-0.023392981,-0.052906658,0.010981148,0,0.041798577,diversified,a,Haptic,yes,no
pro-labor__a,0.0495764,0.002596109,0,0,0,pro-labor,a,Visual,yes,no
loyalty__n,-0.007011578,-0.01700646,-0.068251732,-0.023983712,0.008773503,loyalty,n,Haptic,no,no
bombers__n,-0.019823924,-0.041476968,-0.068810674,0,-0.032178898,bombers,n,Olfactory,no,no
ablation__n,0,0,0.018318043,0,0.102285721,ablation,n,Haptic,yes,no
ooh-la-la__a,0.055443772,0,0.088231181,0,0,ooh-la-la,a,Gustatory,yes,no
vicious__a,-0.003201392,-0.050584343,0.03352207,0,0.020864055,vicious,a,Gustatory,yes,no
afro-soul__a,0,0,0.079338628,0.216934627,0.045162357,afro-soul,a,Olfactory,yes,no
nod__n,-0.023104675,0.025077501,0,0,0.032968241,nod,n,Haptic,yes,no
wording__n,-0.027349606,0.031619938,0,0,-0.028777012,wording,n,Auditory,yes,no
retort__v,0,0,0,0,0.063565464,retort,v,Haptic,yes,no
nanny__n,-0.014870911,-0.05147807,0,0,0.019340485,nanny,n,Haptic,yes,no
uproot__v,-0.045598561,-0.036919955,-0.038581937,0,0.045991159,uproot,v,Haptic,yes,no
languid__a,0,0.022286029,0.037476294,0,0.031142986,languid,a,Gustatory,yes,no
wok__n,0.069979672,0,0.037476294,0,0.031142986,wok,n,Visual,yes,no
nod__v,0.024442128,0.033077641,-0.003360452,0,-0.003674656,nod,v,Auditory,yes,no
defiantly__r,0,0.051071007,0.006176298,0,-0.027999974,defiantly,r,Auditory,yes,no
keyword__n,0,-0.183206647,0,0,-0.196643932,keyword,n,Visual,no,no
responsibly__r,0.020495246,0.010004318,0,0,0,responsibly,r,Visual,yes,no
correctable__a,0,0.045437108,0.088231181,0,0,correctable,a,Gustatory,yes,no
inherently__r,0.025199297,-0.033721857,-0.017019264,0,0,inherently,r,Visual,yes,no
charitable__a,-0.040627571,-0.022575163,-0.071334111,0,-0.033808269,charitable,a,Olfactory,no,no
repulse__v,0.016391156,0.02631485,0,0,-0.012442341,repulse,v,Auditory,yes,no
participant__n,0.012001969,-0.002378543,-0.068292381,0.050110173,-0.032351011,participant,n,Olfactory,yes,no
second-inning__a,0,0,0.058131131,0,0.052371023,second-inning,a,Gustatory,yes,no
overcrowding__n,0.05022586,0,0.006176298,0,0,overcrowding,n,Visual,yes,no
postpone__v,-0.033656652,-0.0247721,-0.046678079,0.002906684,-0.040057733,postpone,v,Olfactory,no,no
disparate__a,-0.015611543,-0.072596578,0.031185485,0,-0.044934456,disparate,a,Gustatory,yes,no
nay__a,0,0.083482131,0,0,0.012829855,nay,a,Auditory,yes,no
pol__n,0.023466676,0,0,0,-0.025165707,pol,n,Visual,yes,no
anti-american__a,-0.062274068,0,0,0,0.040564564,anti-american,a,Haptic,yes,no
reformist__n,-0.002392216,-0.039336326,0,0,-0.003819622,reformist,n,Gustatory,no,no
sexuality__n,-0.040789508,-0.021944602,-0.108224828,0,-0.073698435,sexuality,n,Olfactory,no,no
hanover__n,0,0.088079509,0,0,0,hanover,n,Auditory,yes,no
appointee__n,-0.032827996,0.025747312,0,0,-0.060332475,appointee,n,Auditory,yes,no
idiom__n,0.043393186,0.007837094,0,0,-0.045043914,idiom,n,Visual,yes,no
dismayed__a,0.067011576,0.006106793,0,0,0,dismayed,a,Visual,yes,no
traverse__v,0,0,0.029141027,0,0.022576404,traverse,v,Gustatory,yes,no
psychiatry__n,-0.025936064,0.03930053,-0.006737312,0,-0.027415183,psychiatry,n,Auditory,yes,no
opine__v,0,-0.000723183,0.092501057,0.179666889,0,opine,v,Olfactory,yes,no
start-ups__n,0.029933807,0.005264337,-0.070100864,0,0.015314465,start-ups,n,Visual,yes,no
entanglement__n,0.03419253,0,0.018826394,0,-0.042860269,entanglement,n,Visual,yes,no
detachment__n,0.05982037,0,0.015068851,0,-0.019107421,detachment,n,Visual,yes,no
world-record__a,0.01954918,0.037558717,0,0,0.067433352,world-record,a,Haptic,yes,no
short-lived__a,0.013927736,-0.02640811,-0.02861491,0,0.012384273,short-lived,a,Visual,yes,no
hooked__a,0.007629958,0.055136026,-0.044907948,0,0.055246288,hooked,a,Haptic,yes,no
perception__n,-0.008816318,-0.004124007,-0.034498849,0.012220052,-0.024082073,perception,n,Olfactory,yes,no
zap__v,-0.020218887,-0.030709816,0.091226376,0,-0.066834731,zap,v,Gustatory,yes,no
grad__a,0.046551219,0,0,0,0.095742133,grad,a,Haptic,yes,no
laundry__n,-0.057176847,-0.032460969,0.022741276,0.073206177,0.055380828,laundry,n,Olfactory,yes,no
pall__n,0.038677547,-0.067220434,0.022785727,0,0.02708505,pall,n,Visual,yes,no
seven-game__a,-0.06528777,-0.012611901,0.035319502,0,0.051399625,seven-game,a,Haptic,yes,no
bound__v,0.000409847,-0.010081082,0.076858204,0,-0.047158226,bound,v,Gustatory,yes,no
moveable__a,0.094278698,0,0,0,0.012829855,moveable,a,Visual,yes,no
continuous__a,-0.049066806,-0.003116629,0,0,-0.002236956,continuous,a,Gustatory,no,no
malcontent__n,0.081284779,-0.05147807,0.081547369,0,0,malcontent,n,Gustatory,yes,no
tremendously__r,-0.045598561,0.012057751,0,0,-0.012500405,tremendously,r,Auditory,yes,no
eliminate__v,-0.036491419,-0.016777638,0.028196016,-0.005519659,-0.04502263,eliminate,v,Gustatory,yes,no
lateral__n,0,-0.000723183,0,0,0.007894618,lateral,n,Haptic,no,no
volunteer__v,-0.039688059,-0.016413943,-0.010739024,0,-0.016561907,volunteer,v,Olfactory,no,no
notorious__a,0.012122908,-0.059119679,0.004471961,0,0.014776093,notorious,a,Haptic,yes,no
outward__a,0.050297768,-0.072280732,-0.029486659,0,-0.018349665,outward,a,Visual,yes,no
bobcats__n,-0.003646382,0,0.057701114,0,0.022576404,bobcats,n,Gustatory,yes,no
witch__n,0.020068419,-0.004018806,-0.037944564,-0.009568872,-0.006784981,witch,n,Visual,yes,no
volunteer__n,-0.025166297,-0.009275135,-0.043225427,-0.055451103,0.004651702,volunteer,n,Haptic,no,no
militant__a,0.02737323,-0.086019334,-0.067904602,0,-0.02035066,militant,a,Visual,yes,no
top-tier__a,0.073597742,0,0.101663426,0,0,top-tier,a,Gustatory,yes,no
militant__n,0.021683083,-0.036064919,-0.098265804,0,0.023000112,militant,n,Haptic,yes,no
regulation__n,0.008138686,-0.009907152,-0.029412035,0,-0.015325051,regulation,n,Visual,no,no
hanging__n,-0.02182397,-0.051368541,0,0,-0.007822469,hanging,n,Gustatory,no,no
postgame__a,0.013521972,-0.010240625,0.019204529,0,0.023358241,postgame,a,Haptic,yes,no
unconditional__a,0.023466676,0,0,0,0,unconditional,a,Visual,yes,no
self-reliant__a,0.117375472,0,0,0,0,self-reliant,a,Visual,yes,no
healthiest__a,0,-0.000723183,0.04207089,0,0.007894618,healthiest,a,Gustatory,yes,no
extravaganza__n,-0.034560831,0.023889779,0,0,-0.001062786,extravaganza,n,Auditory,yes,no
painted__a,0.125012809,0,0,0,0,painted,a,Visual,yes,no
ugliness__n,0.023224004,0,0.021146729,0,0.056978262,ugliness,n,Haptic,yes,no
genocide__n,-0.047818609,0.016547728,0,0,-0.003194646,genocide,n,Auditory,yes,no
perch__v,0.060321876,-0.071446243,0.032406637,0,0,perch,v,Visual,yes,no
insipid__a,0,0.051071007,0.108515053,0,-0.001025629,insipid,a,Gustatory,yes,no
overboard__r,0,-0.000723183,0,0,0.056670853,overboard,r,Haptic,yes,no
confer__v,-0.046032972,-0.071386179,0.0543507,0,0,confer,v,Gustatory,yes,no
perch__n,0.005945598,-0.065444456,0,0,0.039104036,perch,n,Haptic,yes,no
matzo__n,0,0,0.15607606,0,0,matzo,n,Gustatory,yes,no
gelding__n,0.031690925,0,0,0,0.030302062,gelding,n,Visual,yes,no
brilliance__n,0.039798782,-0.074840823,-0.011393573,0,0.009957557,brilliance,n,Visual,yes,no
adored__a,0.094278698,0,0,0,0.040937285,adored,a,Visual,yes,no
middleweight__n,-0.023776844,0,0,0,-0.025165707,middleweight,n,Auditory,no,no
developed__a,-0.023447283,-0.010490978,0,0,-0.024926402,developed,a,Gustatory,no,no
lore__n,0,-0.047078668,0.010283415,0.093109649,-0.017471178,lore,n,Olfactory,yes,no
scone__n,0,0,0.135405502,0,0,scone,n,Gustatory,yes,no
bastard__n,0,0.038313099,0.033178337,0,0.047347952,bastard,n,Haptic,yes,no
sector__n,0.012541162,-0.036545949,-0.002482303,0,-0.042790949,sector,n,Visual,yes,no
drastically__r,0.015925642,-0.01173128,0,0,-0.002236956,drastically,r,Visual,yes,no
acceptable__a,0.028896261,0.01228482,-0.027286248,0,-0.038571913,acceptable,a,Visual,yes,no
journeyman__n,-0.007813535,-0.03763397,-0.020825742,0,0.006409696,journeyman,n,Haptic,no,no
intimate__v,0.014218718,0,0.076061995,0,0.012829855,intimate,v,Gustatory,yes,no
unimpress__v,0.088974827,0.028700767,0,0,0.037318569,unimpress,v,Visual,yes,no
furtively__r,0.031690925,0,0,0,0.05889437,furtively,r,Haptic,yes,no
big-name__a,-0.034454899,-0.01794405,0,0,0.01081579,big-name,a,Haptic,yes,no
ranking__n,-0.059152375,-0.025346498,-0.004579626,0,-0.007334524,ranking,n,Olfactory,no,no
full-bodied__a,-0.034560831,-0.070636322,0.110597105,0.242977129,-0.016625675,full-bodied,a,Olfactory,yes,no
interval__n,0.042108026,-0.027384518,0,0,-0.018349665,interval,n,Visual,yes,no
indignation__n,-0.023776844,0,0,0,0.0220106,indignation,n,Haptic,yes,no
thunder__v,-0.068473445,0.104255269,-0.00892499,0,-0.069862308,thunder,v,Auditory,yes,no
beggar__n,0,0.016079282,0,0,0.00492972,beggar,n,Auditory,yes,no
player\/recorder__n,0,0.076126027,0,0,0,player\/recorder,n,Auditory,yes,no
fickle__a,0.04236469,0,0,0,0.012829855,fickle,a,Visual,yes,no
laborer__n,-0.017833201,-0.05192821,-0.041093605,0,0.026835965,laborer,n,Haptic,yes,no
child-bearing__a,0.106281883,0,0,0,0,child-bearing,a,Visual,yes,no
bingo__a,0,0.049023804,0.064192276,0,0,bingo,a,Gustatory,yes,no
mediocre__a,0.000440993,-0.053926903,0.003358478,0,-0.024463959,mediocre,a,Gustatory,no,no
sundaynight__n,0,0,0,0,0.037318569,sundaynight,n,Haptic,yes,no
windup__n,0.01954918,0.037558717,0.052336589,0,0.046415675,windup,n,Gustatory,yes,no
iridescent__a,0.068889427,0,0.103263556,0,0,iridescent,a,Gustatory,yes,no
petty__a,0.02040692,-0.036405852,-0.048304829,0,0.006034335,petty,a,Visual,yes,no
platitude__n,-0.020816569,0.016079282,0,0,0.025114135,platitude,n,Haptic,yes,no
summon__v,0.0116008,-0.065665747,-0.004192019,0,-0.004546745,summon,v,Visual,yes,no
black-brown__a,0.100029934,0,0,0,0.067433352,black-brown,a,Visual,yes,no
futuristic__a,0.037510004,-0.106945839,0.040021314,0,-0.098328037,futuristic,a,Gustatory,yes,no
steroid__a,0.075594463,0,0,0,0.045162357,steroid,a,Visual,yes,no
shake__n,-0.026429026,0.043087982,0.007945103,0,0.03855503,shake,n,Auditory,yes,no
armed__a,-0.040008903,-0.051440559,-0.084633773,0,-0.005303777,armed,a,Olfactory,no,no
poison__v,0.022052791,-0.045757104,-0.015758622,0.128496222,-0.00335711,poison,v,Olfactory,yes,no
tract__n,-0.004514026,-0.058666121,0.008349153,0,-0.049368051,tract,n,Gustatory,no,no
tenderloin__n,0,0,0.166615168,0,-0.011576215,tenderloin,n,Gustatory,yes,no
